,taxon_id,kingdom,phylum,order,family,genus,species,scientific_name,country
2251,2475959,Animalia,Chordata,Bucerotiformes,Bucerotidae,Tockus,nasutus,"Tockus nasutus (Linnaeus, 1766)",
2252,2484814,Animalia,Chordata,Passeriformes,Malaconotidae,Malaconotus,blanchoti,"Malaconotus blanchoti Stephens, 1826",
2253,2493662,Animalia,Chordata,Passeriformes,Estrildidae,Estrilda,troglodytes,"Estrilda troglodytes (Lichtenstein, 1823)",
2254,2518948,Fungi,Basidiomycota,Hymenochaetales,Schizoporaceae,Fibrodontia,gossypina,Fibrodontia gossypina Parmasto,
2255,1927348,Animalia,Arthropoda,Lepidoptera,Lycaenidae,Poritia,hewitsoni,"Poritia hewitsoni (Moore, 1865)",
2256,1927242,Animalia,Arthropoda,Lepidoptera,Lycaenidae,Arhopala,abseus,"Arhopala abseus (Hewitson, 1862)",
2257,3189739,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Plantago,coronopus,Plantago coronopus L.,
2258,4464521,Animalia,Arthropoda,Coleoptera,Curculionidae,Trichosirocalus,dawsoni,"Trichosirocalus dawsoni (Brisout de Barneville & Ch., 1869)",
2259,4462602,Animalia,Arthropoda,Coleoptera,Chrysomelidae,Aphthona,nigriceps,"Aphthona nigriceps (Redtenbacher, 1842)",
2260,3189747,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Plantago,media,Plantago media L.,
2261,1197449,Animalia,Arthropoda,Coleoptera,Curculionidae,Mecinus,pyraster,"Mecinus pyraster (J.F.W.Herbst, 1795)",
2262,5264580,Fungi,Ascomycota,Capnodiales,Mycosphaerellaceae,Cercospora,pantoleuca,Cercospora pantoleuca Sacc.,
2263,9034342,Fungi,Basidiomycota,Agaricales,Inocybaceae,Flammulaster,muricatus,Flammulaster muricatus (Fr.) Watling,
2264,5256051,Fungi,Ascomycota,Helotiales,Dermateaceae,Pezicula,acericola,Pezicula acericola (Peck) Peck ex Sacc. & Berl.,
2265,3443674,Fungi,Ascomycota,Diaporthales,Melanconidaceae,Prosthecium,pyriforme,Prosthecium pyriforme Jaklitsch & Voglmayr,
2266,5003480,Animalia,Arthropoda,Coleoptera,Cerambycidae,Phymatodes,aeneus,"Phymatodes aeneus LeConte, 1854",
2267,5231140,Animalia,Chordata,Passeriformes,Emberizidae,Zonotrichia,albicollis,"Zonotrichia albicollis (J.F.Gmelin, 1789)",
2268,4453163,Animalia,Arthropoda,Coleoptera,Nitidulidae,Glischrochilus,quadrisignatus,"Glischrochilus quadrisignatus (Say, 1835)",
2269,3448085,Fungi,Ascomycota,Diaporthales,Gnomoniaceae,Apiognomonia,acerina,Apiognomonia acerina (Starbäck) M.Monod,
2270,1937655,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,anchisiades,"Papilio anchisiades Esper, 1788",
2271,1938088,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,polytes,"Papilio polytes Linnaeus, 1758",
2272,1937892,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,memnon,"Papilio memnon Linnaeus, 1758",
2273,2597892,Fungi,Ascomycota,Eurotiales,Aspergillaceae,Penicillium,digitatum,Penicillium digitatum (Pers.) Sacc.,
2274,2616137,Fungi,Ascomycota,Pleosporales,Pleosporaceae,Alternaria,citri,Alternaria citri Ellis & N.Pierce,
2275,1937712,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,aegeus,"Papilio aegeus Donovan, 1805",
2276,1938069,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,demoleus,"Papilio demoleus Linnaeus, 1758",
2277,1938159,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,andraemon,"Papilio andraemon Hübner, 1823",
2278,1937698,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,anactus,"Papilio anactus Macleay, 1826",
2279,1945462,Animalia,Arthropoda,Lepidoptera,Hesperiidae,Achlyodes,busirus,"Achlyodes busirus Stoll, 1782",
2280,2013913,Animalia,Arthropoda,Hemiptera,Aphalaridae,Ctenarytaina,thysanura,"Ctenarytaina thysanura Ferris & Klyver, 1932",
2281,1251808,Animalia,Arthropoda,Hymenoptera,Braconidae,Alabagrus,sanctus,"Alabagrus sanctus (Say, 1836)",
2282,1468101,Animalia,Arthropoda,Diptera,Tachinidae,Gnadochaeta,clistoides,"Gnadochaeta clistoides (Townsend, 1891)",
2283,1349010,Animalia,Arthropoda,Hymenoptera,Colletidae,Colletes,dimidiatus,"Colletes dimidiatus Brullé, 1840",
2284,5237294,Fungi,Basidiomycota,Pucciniales,Pileolariaceae,Pileolaria,terebinthi,Pileolaria terebinthi (DC.) Castagne,
2285,1741401,Animalia,Arthropoda,Lepidoptera,Tortricidae,Episimus,augmentana,"Episimus augmentana Zeller, 1877",
2286,2014607,Animalia,Arthropoda,Hemiptera,Calophyidae,Calophya,schini,"Calophya schini Tuthill, 1959",
2287,4427688,Animalia,Arthropoda,Coleoptera,Elmidae,Oulimnius,tuberculatus,"Oulimnius tuberculatus (Müller, 1806)",
2288,2003559,Animalia,Arthropoda,Plecoptera,Nemouridae,Nemoura,avicularis,"Nemoura avicularis Morton, 1894",
2289,2001985,Animalia,Arthropoda,Plecoptera,Leuctridae,Leuctra,nigra,"Leuctra nigra (Olivier, 1811)",
2290,5053761,Animalia,Arthropoda,Trichoptera,Psychomyiidae,Tinodes,waeneri,"Tinodes waeneri (Linnaeus, 1758)",
2291,7513065,Chromista,Haptophyta,Prymnesiales,Prymnesiaceae,Prymnesium,parvum,Prymnesium parvum N.Carter,
2292,1507029,Animalia,Arthropoda,Diptera,Tipulidae,Tipula,montium,"Tipula montium Egger, 1863",
2293,5864880,Animalia,Arthropoda,Ephemeroptera,Ephemeridae,Ephemera,vulgata,"Ephemera vulgata Linnaeus, 1758",
2294,4314704,Animalia,Arthropoda,Amphipoda,Corophiidae,Haplocheira,plumosa,"Haplocheira plumosa Stebbing, 1888",
2295,7981602,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Chenopodium,hybridum,Chenopodium ×hybridum E.H.L.Krause,
2296,2285952,Animalia,Mollusca,Pectinida,Pectinidae,Placopecten,magellanicus,"Placopecten magellanicus (Gmelin, 1791)",
2297,3205218,Chromista,Myzozoa,Dinophysiales,Dinophysaceae,Dinophysis,acuminata,Dinophysis acuminata Claparède & Lachmann,
2298,3276937,Chromista,Oomycota,Peronosporales,Peronosporaceae,Peronospora,hyoscyami,Peronospora hyoscyami de Bary,
2299,9148577,Plantae,Tracheophyta,Fagales,Betulaceae,Alnus,incana,Alnus incana (L.) Moench,
2300,3389383,Fungi,Ascomycota,Coniocybales,Coniocybaceae,Sclerophora,pallida,Sclerophora pallida (Pers.) Y.J.Yao & Spooner,
2301,1938230,Animalia,Arthropoda,Lepidoptera,Papilionidae,Luehdorfia,japonica,"Luehdorfia japonica Leech, 1889",
2302,2482454,Animalia,Chordata,Passeriformes,Corvidae,Dendrocitta,formosae,"Dendrocitta formosae Swinhoe, 1863",
2303,5231868,Animalia,Chordata,Columbiformes,Columbidae,Columba,pulchricollis,"Columba pulchricollis Blyth, 1846",
2304,2493183,Animalia,Chordata,Passeriformes,Zosteropidae,Yuhina,brunneiceps,"Yuhina brunneiceps Ogilvie-Grant, 1906",
2305,2438838,Animalia,Chordata,Rodentia,Muridae,Maxomys,whiteheadi,"Maxomys whiteheadi (Thomas, 1894)",
2306,7261464,Animalia,Chordata,Artiodactyla,Tragulidae,Tragulus,kanchil,"Tragulus kanchil (Raffles, 1821)",
2307,5228002,Animalia,Chordata,Galliformes,Phasianidae,Lophura,erythrophthalma,"Lophura erythrophthalma (Raffles, 1822)",
2308,5219890,Animalia,Chordata,Rodentia,Hystricidae,Hystrix,brachyura,"Hystrix brachyura Linnaeus, 1758",
2309,1937791,Animalia,Arthropoda,Lepidoptera,Papilionidae,Papilio,saharae,"Papilio saharae Oberthür, 1879",
2310,7239428,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,exhauriens,Puccinia exhauriens Thüm.,
2311,3686235,Plantae,Tracheophyta,Crossosomatales,Staphyleaceae,Staphylea,pinnata,Staphylea pinnata L.,
2312,10391532,Animalia,Arthropoda,Lepidoptera,Crambidae,Ceratocilia,sixolalis,Ceratocilia sixolalis,
2313,3704907,Plantae,Tracheophyta,Caryophyllales,Aizoaceae,Lampranthus,roseus,Lampranthus roseus (Willd.) Schwantes,
2314,7390900,Fungi,Ascomycota,Erysiphales,Erysiphaceae,Golovinomyces,calceolariae,"Golovinomyces calceolariae Havryl., S.Takam. & V.P.Heluta",
2315,3376286,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,pazschkei,Puccinia pazschkei Dietel,
2316,1226056,Animalia,Arthropoda,Coleoptera,Curculionidae,Scolytoplatypus,tycon,"Scolytoplatypus tycon Blandford, 1893",
2317,2492637,Animalia,Chordata,Passeriformes,Muscicapidae,Pogonocichla,stellata,"Pogonocichla stellata (Vieillot, 1818)",
2318,2571004,Fungi,Ascomycota,Phyllachorales,Phyllachoraceae,Phyllachora,toroi,Phyllachora toroi Chardón,
2319,5229504,Animalia,Chordata,Passeriformes,Paramythiidae,Oreocharis,arfaki,"Oreocharis arfaki (A.B.Meyer, 1875)",
2320,1905079,Animalia,Arthropoda,Lepidoptera,Nymphalidae,Dichorragia,nesimachus,"Dichorragia nesimachus Boisduval, 1836",
2321,5289917,Plantae,Tracheophyta,Poales,Poaceae,Polypogon,monspeliensis,Polypogon monspeliensis (L.) Desf.,
2322,2487653,Animalia,Chordata,Passeriformes,Pipridae,Pipra,fasciicauda,"Pipra fasciicauda Hellmayr, 1906",
2323,2478144,Animalia,Chordata,Piciformes,Picidae,Melanerpes,candidus,"Melanerpes candidus (Otto, 1796)",
2324,3377092,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,infrequens,Puccinia infrequens Holw.,
2325,1350332,Animalia,Arthropoda,Hymenoptera,Colletidae,Cadeguala,occidentalis,"Cadeguala occidentalis (Haliday, 1836)",
2326,5042906,Animalia,Arthropoda,Hymenoptera,Halictidae,Corynura,chloris,"Corynura chloris (Spinola, 1851)",
2327,1537617,Animalia,Arthropoda,Diptera,Syrphidae,Aneriophora,aureorufa,"Aneriophora aureorufa (Philippi, 1865)",
2328,5142436,Animalia,Arthropoda,Lepidoptera,Hesperiidae,Pyrgus,oileus,"Pyrgus oileus Linnaeus, 1767",
2329,4068998,Plantae,Tracheophyta,Santalales,Viscaceae,Korthalsella,salicornioides,Korthalsella salicornioides Tiegh.,
2330,4007442,Plantae,Tracheophyta,Ericales,Primulaceae,Lysimachia,maritima,"Lysimachia maritima (L.) Galasso, Banfi & Soldano",
2331,2494861,Animalia,Chordata,Passeriformes,Paradisaeidae,Paradisaea,raggiana,"Paradisaea raggiana P.L.Sclater, 1873",
2332,2927220,Plantae,Tracheophyta,Lamiales,Lamiaceae,Dracocephalum,parviflorum,Dracocephalum parviflorum Nutt.,
2333,2613286,Fungi,Ascomycota,Microthyriales,Microthyriaceae,Lichenopeltella,alpestris,Lichenopeltella alpestris (Sacc.) P.M.Kirk & Minter,
2334,1942697,Animalia,Arthropoda,Lepidoptera,Hesperiidae,Thoressa,varia,"Thoressa varia Murray, 1876",
2335,3377402,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,opipara,Puccinia opipara Cummins,
2336,4119608,Plantae,Tracheophyta,Poales,Poaceae,Sesleria,caerulea,Sesleria caerulea (L.) Ard.,
2337,1898812,Animalia,Arthropoda,Lepidoptera,Nymphalidae,Pedaliodes,phrasicla,"Pedaliodes phrasicla Hewitson, 1874",
2338,2514435,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,longissima,Puccinia longissima J.Schröt.,
2339,3372883,Fungi,Basidiomycota,Pucciniales,Coleosporiaceae,Chrysomyxa,dietelii,Chrysomyxa dietelii Syd. & P.Syd.,
2340,4174017,Plantae,Tracheophyta,Ericales,Ericaceae,Rhododendron,hirsutum,Rhododendron hirsutum L.,
2341,2489018,Animalia,Chordata,Passeriformes,Sturnidae,Sarcops,calvus,"Sarcops calvus (Linnaeus, 1766)",
2342,1989894,Animalia,Arthropoda,Lepidoptera,Geometridae,Eois,apyraria,"Eois apyraria Guenée, 1858",
2343,2514015,Fungi,Basidiomycota,Pucciniales,Melampsoraceae,Melampsora,ribesii-viminalis,Melampsora ribesii-viminalis Kleb.,
2344,4265185,Animalia,Chordata,Rodentia,Cricetidae,Arvicola,amphibius,"Arvicola amphibius (Linnaeus, 1758)",
2345,6515576,Animalia,Mollusca,Lepetellida,Fissurellidae,Parmaphorella,mawsoni,"Parmaphorella mawsoni Powell, 1958",
2346,4280088,Plantae,Bryophyta,Polytrichales,Polytrichaceae,Polytrichum,formosum,Polytrichum formosum Hedw.,
2347,4284021,Animalia,Chordata,Salmoniformes,Salmonidae,Salvelinus,alpinus,"Salvelinus alpinus (Linnaeus, 1758)",
2348,2375361,Animalia,Chordata,Perciformes,Gobiidae,Ctenogobius,shufeldti,"Ctenogobius shufeldti (Jordan & Eigenmann, 1887)",
2349,4556955,Animalia,Nematoda,Rhabditida,Dracunculidae,Avioserpens,mosgovoyi,"Avioserpens mosgovoyi Supryaga, 1965",
2350,2373078,Animalia,Chordata,Perciformes,Cichlidae,Pseudotropheus,crabro,"Pseudotropheus crabro (Ribbink & Lewis, 1982)",
2351,2406234,Animalia,Chordata,Myctophiformes,Myctophidae,Diaphus,thiollierei,"Diaphus thiollierei Fowler, 1934",
2352,2406082,Animalia,Chordata,Myctophiformes,Myctophidae,Benthosema,pterotum,"Benthosema pterotum (Alcock, 1890)",
2353,2380304,Animalia,Chordata,Perciformes,Clinidae,Clinus,superciliosus,"Clinus superciliosus (Linnaeus, 1758)",
2354,2287249,Animalia,Mollusca,Adapedonta,Pharidae,Ensis,directus,"Ensis directus (Conrad, 1844)",
2355,2331498,Animalia,Chordata,Stolidobranchia,Molgulidae,Molgula,manhattensis,"Molgula manhattensis (De Kay, 1843)",
2356,2115701,Animalia,Arthropoda,Sessilia,Balanidae,Balanus,crenatus,"Balanus crenatus Bruguière, 1789",
2357,2314259,Animalia,Annelida,Phyllodocida,Polynoidae,Lepidonotus,squamatus,"Lepidonotus squamatus (Linnaeus, 1758)",
2358,4412660,Animalia,Platyhelminthes,Cyclophyllidea,Davaineidae,Ophryocotyle,insignis,"Ophryocotyle insignis Loennberg, 1890",
2359,2417343,Animalia,Chordata,Chimaeriformes,Chimaeridae,Chimaera,monstrosa,"Chimaera monstrosa Linnaeus, 1758",
2360,5372800,Plantae,Tracheophyta,Malpighiales,Salicaceae,Salix,purpurea,Salix purpurea L.,
2361,4424026,Animalia,Arthropoda,Thysanoptera,Thripidae,Mycterothrips,salicis,"Mycterothrips salicis (Reuter, 1879)",
2362,5035850,Animalia,Arthropoda,Hymenoptera,Formicidae,Lasius,fuliginosus,"Lasius fuliginosus (Latreille, 1798)",
2363,1361497,Animalia,Arthropoda,Hymenoptera,Chalcididae,Haltichella,rufipes,"Haltichella rufipes (Olivier, 1791)",
2364,4456472,Animalia,Arthropoda,Coleoptera,Ciidae,Cis,bidentatus,"Cis bidentatus (Olivier, 1790)",
2365,5057546,Animalia,Arthropoda,Diptera,Tachinidae,Macquartia,tessellum,"Macquartia tessellum (Meigen, 1824)",
2366,5057559,Animalia,Arthropoda,Diptera,Tachinidae,Macquartia,grisea,"Macquartia grisea (Fallén, 1810)",
2367,2925892,Plantae,Tracheophyta,Boraginales,Boraginaceae,Echium,vulgare,Echium vulgare L.,
2368,4464351,Animalia,Arthropoda,Coleoptera,Curculionidae,Rhinoncus,perpendicularis,"Rhinoncus perpendicularis (G.C.Reich, 1797)",
2369,5261562,Fungi,Ascomycota,Laboulbeniales,Laboulbeniaceae,Laboulbenia,ophoni,Laboulbenia ophoni Thaxt.,
2370,5261558,Fungi,Ascomycota,Laboulbeniales,Laboulbeniaceae,Laboulbenia,inflata,Laboulbenia inflata Thaxt.,
2371,4481086,Animalia,Arthropoda,Ephemeroptera,Baetidae,Baetis,vernus,"Baetis vernus Curtis, 1834",
2372,8149049,Plantae,Tracheophyta,Fabales,Fabaceae,Wisteria,sinensis,Wisteria sinensis (Sims) DC.,
2373,4487170,Animalia,Arthropoda,Hemiptera,Anthocoridae,Orius,majusculus,"Orius majusculus (Reuter, 1879)",
2374,4488729,Animalia,Arthropoda,Hemiptera,Miridae,Psallus,perrisi,"Psallus perrisi (Mulsant & Rey, 1852)",
2375,4488912,Animalia,Arthropoda,Hemiptera,Tingidae,Agramma,laetum,"Agramma laetum (Fallén, 1807)",
2376,4489001,Animalia,Arthropoda,Hemiptera,Tingidae,Acalypta,platycheila,"Acalypta platycheila (Fieber, 1844)",
2377,2161872,Animalia,Arthropoda,Araneae,Sparassidae,Micrommata,virescens,"Micrommata virescens (Clerck, 1757)",
2378,2156940,Animalia,Arthropoda,Araneae,Theridiidae,Theridion,pictum,"Theridion pictum (Walckenaer, 1802)",
2379,4490338,Animalia,Arthropoda,Hymenoptera,Tenthredinidae,Cladardis,elongatula,"Cladardis elongatula (Klug, 1817)",
2380,3042636,Plantae,Tracheophyta,Brassicales,Brassicaceae,Brassica,napus,Brassica napus L.,
2381,4490696,Animalia,Arthropoda,Hymenoptera,Tenthredinidae,Perineura,rubi,"Perineura rubi (Panzer, 1805)",
2382,4490700,Animalia,Arthropoda,Hymenoptera,Tenthredinidae,Aglaostigma,fulvipes,"Aglaostigma fulvipes (Scopoli, 1763)",
2383,4490827,Animalia,Arthropoda,Hymenoptera,Tenthredinidae,Allantus,togatus,"Allantus togatus (Panzer, 1801)",
2384,4492104,Animalia,Arthropoda,Hymenoptera,Tenthredinidae,Pontania,arcticornis,"Pontania arcticornis Konow, 1904",
2385,4494293,Animalia,Arthropoda,Hymenoptera,Crabronidae,Passaloecus,turionum,"Passaloecus turionum Dahlbom, 1844",
2386,4494888,Animalia,Arthropoda,Hymenoptera,Crabronidae,Crossocerus,vagabundus,"Crossocerus vagabundus (Panzer, 1798)",
2387,1371917,Animalia,Arthropoda,Hymenoptera,Torymidae,Torymus,auratus,"Torymus auratus (Muller, 1764)",
2388,1370883,Animalia,Arthropoda,Hymenoptera,Torymidae,Megastigmus,dorsalis,"Megastigmus dorsalis (Fabricius, 1798)",
2389,4521837,Animalia,Arthropoda,Diptera,Cecidomyiidae,Oligotrophus,juniperinus,"Oligotrophus juniperinus (Linnaeus, 1758)",
2390,5872148,Animalia,Arthropoda,Coleoptera,Carabidae,Bembidion,assimile,"Bembidion assimile Gyllenhal, 1810",
2391,4709095,Animalia,Arthropoda,Lepidoptera,Lycaenidae,Hypolycaena,danis,"Hypolycaena danis (Felder & Felder, 1865)",
2392,2561830,Fungi,Ascomycota,Hypocreales,Hypocreaceae,Hypomyces,rosellus,Hypomyces rosellus (Alb. & Schwein.) Tul. & C.Tul.,
2393,2726538,Plantae,Tracheophyta,Poales,Cyperaceae,Carex,muskingumensis,Carex muskingumensis Schwein.,
2394,1395561,Animalia,Arthropoda,Hymenoptera,Pteromalidae,Cleonymus,laticornis,"Cleonymus laticornis Walker, 1837",
2395,5000208,Animalia,Arthropoda,Coleoptera,Cerambycidae,Gracilia,minuta,"Gracilia minuta (Fabricius, 1781)",
2396,5250981,Fungi,Entomophthoromycota,Entomophthorales,Entomophthoraceae,Entomophaga,tenthredinis,Entomophaga tenthredinis (Fresen.) A.Batko,
2397,5260043,Fungi,Ascomycota,Eurotiales,Aspergillaceae,Aspergillus,tamarii,Aspergillus tamarii Kita,
2398,5415100,Plantae,Tracheophyta,Lamiales,Martyniaceae,Proboscidea,louisianica,Proboscidea louisianica (Mill.) Thell.,
2399,5317691,Plantae,Tracheophyta,Asparagales,Orchidaceae,Dendrobium,linguiforme,Dendrobium linguiforme Sw.,
2400,5042619,Animalia,Arthropoda,Hymenoptera,Halictidae,Sphecodes,prosphorus,"Sphecodes prosphorus Lovell & Cockerell, 1907",
2401,5042721,Animalia,Arthropoda,Hymenoptera,Halictidae,Dufourea,novaeangliae,"Dufourea novaeangliae (Robertson, 1897)",
2402,1384113,Animalia,Arthropoda,Hymenoptera,Eulophidae,Elachertus,cacoeciae,"Elachertus cacoeciae Howard, 1885",
2403,5272770,Plantae,Chlorophyta,Cladophorales,Cladophoraceae,Cladophora,glomerata,Cladophora glomerata (L.) Kütz.,
2404,2610863,Fungi,Ascomycota,Laboulbeniales,Laboulbeniaceae,Stigmatomyces,entomophilus,Stigmatomyces entomophilus (Peck) Thaxt.,
2405,7792960,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,vineale,Allium vineale L.,
2406,5094634,Animalia,Arthropoda,Diptera,Fanniidae,Fannia,ungulata,"Fannia ungulata Chillcott, 1961",
2407,3086364,Plantae,Tracheophyta,Piperales,Piperaceae,Piper,umbellatum,Piper umbellatum L.,
2408,2703644,Plantae,Tracheophyta,Poales,Poaceae,Bromus,kalmii,Bromus kalmii A.Gray,
2409,3169816,Plantae,Tracheophyta,Gentianales,Apocynaceae,Apocynum,androsaemifolium,Apocynum androsaemifolium L.,
2410,5059839,Animalia,Arthropoda,Diptera,Tachinidae,Frontina,laeta,"Frontina laeta (Meigen, 1824)",
2411,5153213,Animalia,Arthropoda,Hemiptera,Psyllidae,Psylla,buxi,"Psylla buxi (Linnaeus, 1758)",
2412,2400006,Animalia,Chordata,Perciformes,Sciaenidae,Cynoscion,nothus,"Cynoscion nothus (Holbrook, 1848)",
2413,2376212,Animalia,Chordata,Perciformes,Gobiidae,Crystallogobius,linearis,"Crystallogobius linearis (Düben, 1845)",
2414,2411945,Animalia,Chordata,Atheriniformes,Atherinidae,Atherina,presbyter,"Atherina presbyter Cuvier, 1829",
2415,5166596,Animalia,Arthropoda,Siphonostomatoida,Pennellidae,Lernaeocera,branchialis,"Lernaeocera branchialis (Linnaeus, 1767)",
2416,4312313,Animalia,Arthropoda,Decapoda,Paguridae,Anapagurus,laevis,"Anapagurus laevis (Bell, 1846)",
2417,5176186,Animalia,Arthropoda,Isopoda,Idoteidae,Stenosoma,acuminatum,"Stenosoma acuminatum Leach, 1814",
2418,5214448,Animalia,Chordata,Osmeriformes,Argentinidae,Argentina,sphyraena,"Argentina sphyraena Linnaeus, 1758",
2419,2864094,Plantae,Tracheophyta,Alismatales,Cymodoceaceae,Halodule,wrightii,Halodule wrightii Asch.,
2420,5201131,Animalia,Chordata,Syngnathiformes,Syngnathidae,Hippocampus,zosterae,"Hippocampus zosterae Jordan & Gilbert, 1882",
2421,5201205,Animalia,Chordata,Scorpaeniformes,Cottidae,Icelus,spatula,"Icelus spatula Gilbert & Burke, 1912",
2422,5427688,Bacteria,Proteobacteria,Enterobacterales,Vibrionaceae,Vibrio,ordalii,"Vibrio ordalii Schiewe et al., 1982",
2423,2489104,Animalia,Chordata,Passeriformes,Sturnidae,Sturnus,unicolor,"Sturnus unicolor Temminck, 1820",
2424,5185175,Animalia,Cnidaria,Alcyonacea,Alcyoniidae,Alcyonium,digitatum,"Alcyonium digitatum Linnaeus, 1758",
2425,5192813,Animalia,Mollusca,Littorinimorpha,Triviidae,Trivia,monacha,"Trivia monacha (da Costa, 1778)",
2426,2386055,Animalia,Chordata,Perciformes,Eleotridae,Gobiomorus,dormitor,"Gobiomorus dormitor Lacepède, 1800",
2427,7414839,Bacteria,Bacteroidota,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,Flavobacterium johnsoniae_A,
2428,3228705,Bacteria,Bacteroidota,Flavobacteriales,Weeksellaceae,Chryseobacterium,shigense,Chryseobacterium shigense A,
2429,8784246,Animalia,Platyhelminthes,Diplostomida,Diplostomidae,Diplostomum,parviventosum,"Diplostomum parviventosum Dubois, 1932",
2430,2359095,Animalia,Chordata,Cypriniformes,Catostomidae,Xyrauchen,texanus,"Xyrauchen texanus (Abbott, 1860)",
2431,2415668,Animalia,Chordata,Gadiformes,Merlucciidae,Merluccius,senegalensis,"Merluccius senegalensis Cadenat, 1950",
2432,5184183,Animalia,Cnidaria,Actiniaria,Stichodactylidae,Heteractis,magnifica,"Heteractis magnifica (Quoy & Gaimard, 1833)",
2433,5216059,Animalia,Chordata,Rajiformes,Rajidae,Raja,brachyura,"Raja brachyura Lafont, 1871",
2434,5209425,Animalia,Chordata,Perciformes,Zoarcidae,Lycodes,vahlii,"Lycodes vahlii Reinhardt, 1831",
2435,5201429,Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,gibbus,"Liparis gibbus Bean, 1881",
2436,2184026,Animalia,Arthropoda,Ixodida,Ixodidae,Amblyomma,rotundatum,"Amblyomma rotundatum Koch, 1844",
2437,7391089,Chromista,Ciliophora,Heterotrichida,Balantidiidae,Balantidium,duodeni,"Balantidium duodeni Stein, 1867",
2438,5217209,Animalia,Chordata,Anura,Rhacophoridae,Chiromantis,petersii,"Chiromantis petersii Boulenger, 1882",
2439,5088484,Animalia,Arthropoda,Diptera,Hippoboscidae,Raymondia,waterstoni,"Raymondia waterstoni Jobling, 1931",
2440,5327293,Plantae,Tracheophyta,Pandanales,Pandanaceae,Pandanus,odorifer,Pandanus odorifer (Forssk.) Kuntze,
2441,2481030,Animalia,Chordata,Falconiformes,Falconidae,Falco,newtoni,"Falco newtoni (Gurney, 1863)",
2442,5706909,Animalia,Chordata,Chiroptera,Hipposideridae,Hipposideros,durgadasi,"Hipposideros durgadasi Khajuria, 1970",
2443,8113584,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Vismia,baccifera,Vismia baccifera (L.) Triana & Planch.,
2444,2504411,Animalia,Platyhelminthes,Plagiorchiida,Troglotrematidae,Troglotrema,acutum,"Troglotrema acutum (Leuckart, 1842)",
2445,2436995,Animalia,Chordata,Lagomorpha,Ochotonidae,Ochotona,rutila,"Ochotona rutila (Severtzov, 1873)",
2446,1417011,Animalia,Arthropoda,Siphonaptera,Ceratophyllidae,Orchopeas,caedens,"Orchopeas caedens (Jordan, 1925)",
2447,5231139,Animalia,Chordata,Passeriformes,Emberizidae,Zonotrichia,querula,"Zonotrichia querula (Nuttall, 1840)",
2448,2474416,Animalia,Chordata,Gruiformes,Rallidae,Porphyrio,porphyrio,"Porphyrio porphyrio (Linnaeus, 1758)",
2449,5777206,Animalia,Nematoda,Rhabditida,Onchocercidae,Dirofilaria,repens,"Dirofilaria repens Railliet & Henry, 1911",
2450,1032860,Animalia,Arthropoda,Psocodea,Linognathidae,Linognathus,setosus,"Linognathus setosus (von Olfers, 1816)",
2451,5220184,Animalia,Chordata,Artiodactyla,Bovidae,Pelea,capreolus,"Pelea capreolus (Forster, 1790)",
2452,4262218,Animalia,Chordata,Artiodactyla,Moschidae,Moschus,leucogaster,"Moschus leucogaster Hodgson, 1839",
2453,2440983,Animalia,Chordata,Artiodactyla,Cervidae,Elaphodus,cephalophus,"Elaphodus cephalophus Milne-Edwards, 1872",
2454,2436825,Animalia,Chordata,Lagomorpha,Leporidae,Lepus,nigricollis,"Lepus nigricollis F.Cuvier, 1823",
2455,2474909,Animalia,Chordata,Otidiformes,Otididae,Ardeotis,kori,"Ardeotis kori (Burchell, 1822)",
2456,3788159,Plantae,Tracheophyta,Sapindales,Sapindaceae,Blighia,unijugata,Blighia unijugata Baker,
2457,2885668,Plantae,Tracheophyta,Ericales,Sapotaceae,Chrysophyllum,lacourtianum,Chrysophyllum lacourtianum De Wild.,
2458,5174046,Animalia,Arthropoda,Ixodida,Ixodidae,Ixodes,rageaui,"Ixodes rageaui Arthur, 1958",
2459,3035593,Plantae,Tracheophyta,Apiales,Araliaceae,Polyscias,fulva,Polyscias fulva (Hiern) Harms,
2460,3225904,Bacteria,Fusobacteriota,Fusobacteriales,Leptotrichiaceae,Streptobacillus,moniliformis,"Streptobacillus moniliformis Levaditi et al., 1925",
